Disease,Department,Severity,Risk_Level,Advice,Prevention,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",shortness of breath,weakness,palpitations,irregular heartbeat,confusion,chest pain,dizziness,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",confusion,headache,chest pain,fatigue,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",fatigue,chest pain,anxiety,irregular heartbeat,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,confusion,irregular heartbeat,anxiety,dizziness,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",fatigue,anxiety,nosebleeds,weakness,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",irregular heartbeat,palpitations,anxiety,chest pain,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",dizziness,weakness,chest pain,fatigue,headache,confusion,blurred vision,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",dizziness,palpitations,irregular heartbeat,chest pain,anxiety,shortness of breath,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",irregular heartbeat,confusion,shortness of breath,blurred vision,anxiety,weakness,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",chest pain,headache,confusion,nosebleeds,fatigue,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",nosebleeds,fatigue,weakness,confusion,dizziness,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",shortness of breath,headache,fatigue,blurred vision,anxiety,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",blurred vision,nosebleeds,chest pain,shortness of breath,palpitations,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",confusion,weakness,fatigue,shortness of breath,anxiety,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",dizziness,weakness,irregular heartbeat,shortness of breath,fatigue,nosebleeds,blurred vision,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,nosebleeds,confusion,headache,dizziness,weakness,chest pain,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",dizziness,anxiety,shortness of breath,chest pain,confusion,palpitations,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,fatigue,nosebleeds,weakness,confusion,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",confusion,palpitations,nosebleeds,headache,anxiety,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",weakness,palpitations,headache,dizziness,,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",palpitations,irregular heartbeat,headache,shortness of breath,chest pain,,,,,,,
Hypertension,Cardiology,Medium,High,Reduce salt intake and take blood pressure medication regularly.,"Exercise regularly, avoid smoking and reduce stress.",weakness,fatigue,blurred vision,irregular heartbeat,dizziness,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,sweating,shortness of breath,nausea,left arm pain,chest pain,jaw pain,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,fainting,jaw pain,vomiting,shortness of breath,fatigue,chest pain,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,dizziness,shortness of breath,left arm pain,jaw pain,fainting,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,chest pain,nausea,shortness of breath,vomiting,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,dizziness,shortness of breath,jaw pain,vomiting,anxiety,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,shortness of breath,nausea,anxiety,sweating,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,vomiting,left arm pain,anxiety,shortness of breath,chest pain,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,dizziness,nausea,jaw pain,left arm pain,vomiting,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,jaw pain,shortness of breath,anxiety,left arm pain,palpitations,sweating,nausea,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,nausea,vomiting,fainting,left arm pain,jaw pain,fatigue,palpitations,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,jaw pain,fatigue,palpitations,sweating,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,anxiety,sweating,jaw pain,fatigue,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,fainting,vomiting,sweating,chest pain,jaw pain,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,vomiting,shortness of breath,jaw pain,dizziness,anxiety,sweating,chest pain,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,nausea,left arm pain,vomiting,palpitations,fainting,sweating,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,dizziness,shortness of breath,chest pain,anxiety,palpitations,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,jaw pain,chest pain,anxiety,vomiting,sweating,nausea,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,vomiting,fainting,shortness of breath,fatigue,left arm pain,dizziness,chest pain,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,shortness of breath,fatigue,jaw pain,left arm pain,nausea,palpitations,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,sweating,vomiting,jaw pain,chest pain,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,shortness of breath,vomiting,fainting,dizziness,chest pain,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,anxiety,fainting,left arm pain,shortness of breath,chest pain,nausea,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,fainting,chest pain,left arm pain,dizziness,nausea,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,left arm pain,nausea,fainting,sweating,shortness of breath,vomiting,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,nausea,vomiting,sweating,fatigue,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,sweating,palpitations,shortness of breath,dizziness,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,fatigue,nausea,chest pain,dizziness,left arm pain,fainting,shortness of breath,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,shortness of breath,palpitations,fainting,jaw pain,chest pain,dizziness,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,jaw pain,chest pain,dizziness,nausea,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,left arm pain,fainting,chest pain,fatigue,vomiting,shortness of breath,anxiety,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,vomiting,nausea,sweating,shortness of breath,anxiety,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,fatigue,anxiety,chest pain,left arm pain,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,fatigue,chest pain,vomiting,shortness of breath,dizziness,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,sweating,nausea,shortness of breath,fatigue,dizziness,chest pain,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,jaw pain,sweating,palpitations,anxiety,fainting,dizziness,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,palpitations,dizziness,jaw pain,fatigue,fainting,shortness of breath,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,vomiting,chest pain,jaw pain,fatigue,,,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,anxiety,chest pain,nausea,fainting,vomiting,dizziness,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,shortness of breath,jaw pain,fatigue,anxiety,vomiting,palpitations,,,,,,
Heart Attack,Cardiology,High,High,Seek emergency medical care immediately.,Maintain healthy lifestyle and manage blood pressure and cholesterol.,left arm pain,sweating,shortness of breath,chest pain,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,fatigue,dizziness,blurred vision,neck pain,nausea,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,fatigue,vomiting,dizziness,nausea,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,dizziness,irritability,vomiting,light sensitivity,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,sound sensitivity,blurred vision,dizziness,irritability,fatigue,light sensitivity,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,light sensitivity,nausea,difficulty concentrating,vomiting,irritability,neck pain,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,neck pain,irritability,blurred vision,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,nausea,fatigue,blurred vision,light sensitivity,neck pain,vomiting,irritability,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,nausea,difficulty concentrating,vomiting,sound sensitivity,severe headache,irritability,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,nausea,light sensitivity,blurred vision,dizziness,sound sensitivity,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,irritability,sound sensitivity,difficulty concentrating,vomiting,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,dizziness,neck pain,fatigue,eye pain,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,nausea,neck pain,difficulty concentrating,vomiting,eye pain,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,severe headache,light sensitivity,vomiting,irritability,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,blurred vision,irritability,nausea,sound sensitivity,eye pain,severe headache,dizziness,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,irritability,neck pain,vomiting,nausea,blurred vision,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,severe headache,neck pain,difficulty concentrating,vomiting,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,difficulty concentrating,dizziness,neck pain,severe headache,irritability,blurred vision,light sensitivity,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,blurred vision,light sensitivity,vomiting,sound sensitivity,fatigue,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,severe headache,eye pain,light sensitivity,sound sensitivity,fatigue,dizziness,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,severe headache,nausea,sound sensitivity,dizziness,vomiting,light sensitivity,irritability,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,irritability,fatigue,severe headache,dizziness,blurred vision,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,fatigue,neck pain,blurred vision,difficulty concentrating,eye pain,light sensitivity,vomiting,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,severe headache,blurred vision,eye pain,light sensitivity,difficulty concentrating,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,severe headache,neck pain,fatigue,blurred vision,light sensitivity,nausea,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,light sensitivity,irritability,difficulty concentrating,sound sensitivity,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,light sensitivity,eye pain,dizziness,blurred vision,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,light sensitivity,eye pain,blurred vision,fatigue,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,difficulty concentrating,blurred vision,eye pain,vomiting,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,neck pain,fatigue,sound sensitivity,vomiting,difficulty concentrating,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,nausea,severe headache,light sensitivity,eye pain,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,fatigue,neck pain,severe headache,blurred vision,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,blurred vision,difficulty concentrating,irritability,severe headache,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,eye pain,difficulty concentrating,nausea,,,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,nausea,blurred vision,dizziness,difficulty concentrating,irritability,vomiting,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,difficulty concentrating,dizziness,neck pain,blurred vision,nausea,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,light sensitivity,irritability,eye pain,vomiting,dizziness,fatigue,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,vomiting,difficulty concentrating,severe headache,dizziness,eye pain,nausea,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,eye pain,light sensitivity,difficulty concentrating,nausea,neck pain,fatigue,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,difficulty concentrating,nausea,light sensitivity,blurred vision,fatigue,irritability,,,,,,
Migraine,Neurology,Medium,Medium,Rest in a quiet dark room and take prescribed medication.,Avoid known triggers and maintain regular sleep.,difficulty concentrating,irritability,blurred vision,neck pain,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,frequent urination,blood in urine,abdominal pain,flank pain,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,frequent urination,flank pain,severe back pain,cloudy urine,vomiting,blood in urine,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,painful urination,vomiting,fever,abdominal pain,nausea,frequent urination,blood in urine,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,fever,cloudy urine,blood in urine,painful urination,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,flank pain,severe back pain,frequent urination,abdominal pain,nausea,painful urination,chills,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,nausea,painful urination,vomiting,abdominal pain,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,chills,flank pain,nausea,fever,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,vomiting,abdominal pain,painful urination,restlessness,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,severe back pain,flank pain,nausea,blood in urine,chills,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,restlessness,chills,abdominal pain,frequent urination,cloudy urine,painful urination,flank pain,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,severe back pain,vomiting,cloudy urine,chills,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,painful urination,severe back pain,nausea,abdominal pain,vomiting,chills,restlessness,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,blood in urine,flank pain,severe back pain,restlessness,painful urination,nausea,fever,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,fever,flank pain,frequent urination,vomiting,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,fever,abdominal pain,frequent urination,flank pain,vomiting,chills,painful urination,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,nausea,painful urination,fever,severe back pain,frequent urination,blood in urine,vomiting,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,blood in urine,frequent urination,cloudy urine,severe back pain,painful urination,vomiting,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,flank pain,abdominal pain,nausea,chills,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,cloudy urine,blood in urine,chills,severe back pain,vomiting,fever,frequent urination,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,chills,abdominal pain,fever,blood in urine,cloudy urine,painful urination,severe back pain,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,restlessness,severe back pain,chills,cloudy urine,painful urination,abdominal pain,blood in urine,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,painful urination,blood in urine,abdominal pain,restlessness,severe back pain,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,flank pain,abdominal pain,vomiting,blood in urine,painful urination,cloudy urine,frequent urination,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,nausea,flank pain,abdominal pain,vomiting,chills,frequent urination,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,frequent urination,chills,fever,severe back pain,vomiting,abdominal pain,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,painful urination,restlessness,cloudy urine,flank pain,chills,frequent urination,severe back pain,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,chills,nausea,vomiting,frequent urination,cloudy urine,abdominal pain,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,cloudy urine,restlessness,fever,severe back pain,painful urination,abdominal pain,blood in urine,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,cloudy urine,restlessness,vomiting,severe back pain,abdominal pain,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,restlessness,blood in urine,severe back pain,fever,frequent urination,painful urination,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,nausea,frequent urination,abdominal pain,cloudy urine,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,restlessness,abdominal pain,flank pain,blood in urine,painful urination,fever,nausea,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,nausea,frequent urination,vomiting,flank pain,blood in urine,fever,chills,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,restlessness,fever,chills,nausea,severe back pain,frequent urination,flank pain,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,frequent urination,chills,vomiting,painful urination,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,painful urination,blood in urine,abdominal pain,severe back pain,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,severe back pain,fever,restlessness,nausea,blood in urine,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,nausea,fever,chills,vomiting,flank pain,restlessness,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,blood in urine,nausea,fever,cloudy urine,,,,,,,,
Kidney Stone,Urology,High,High,Drink plenty of water and consult a urologist.,Stay hydrated and reduce excess salt intake.,fever,cloudy urine,chills,nausea,abdominal pain,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,pelvic pain,frequent urination,nausea,burning urination,fever,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,cloudy urine,strong urine smell,blood in urine,back pain,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,back pain,blood in urine,pelvic pain,fever,burning urination,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,chills,cloudy urine,back pain,burning urination,,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,pelvic pain,strong urine smell,nausea,back pain,fever,,,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,lower abdominal pain,chills,pelvic pain,blood in urine,back pain,cloudy urine,nausea,,,,,
Urinary Tract Infection,Urology,Medium,Medium,Take antibiotics as prescribed and drink plenty of water.,Maintain proper hygiene and stay hydrated.,strong urine smell,frequent urination,burning urination,fatigue,lower abdominal pain,pelvic pain,chills,,,,,
